,Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State,Order Month,Order Year
4280,OD4281,Veena,Bakery,Cakes,Dharmapuri,2015-08-11,West,2482,0.23,843.88,Tamil Nadu,8,2015
4281,OD4282,Amrish,Oil & Masala,Spices,Viluppuram,2015-10-11,West,606,0.3,30.3,Tamil Nadu,10,2015
4282,OD4283,Muneer,Beverages,Health Drinks,Dindigul,2017-12-06,West,663,0.16,99.45,Tamil Nadu,12,2017
4283,OD4284,Willams,Food Grains,Atta & Flour,Ooty,2017-09-25,West,2470,0.25,123.5,Tamil Nadu,9,2017
4284,OD4285,Haseena,Fruits & Veggies,Organic Fruits,Dindigul,2016-08-27,West,1024,0.22,430.08,Tamil Nadu,8,2016
4285,OD4286,Ramesh,Food Grains,Rice,Virudhunagar,2015-08-09,West,1423,0.15,270.37,Tamil Nadu,8,2015
4286,OD4287,Rumaiza,Bakery,Cakes,Cumbum,2016-06-19,West,1939,0.25,814.38,Tamil Nadu,6,2016
4287,OD4288,Malik,Bakery,Biscuits,Salem,2015-09-29,West,569,0.24,147.94,Tamil Nadu,9,2015
4288,OD4289,Malik,Beverages,Soft Drinks,Dindigul,2017-12-04,West,2043,0.23,592.47,Tamil Nadu,12,2017
4289,OD4290,Roshan,Fruits & Veggies,Organic Vegetables,Vellore,2016-12-06,West,941,0.16,329.35,Tamil Nadu,12,2016
4290,OD4291,Krithika,Fruits & Veggies,Fresh Vegetables,Ramanadhapuram,2018-12-28,West,2315,0.17,972.3,Tamil Nadu,12,2018
4291,OD4292,Adavan,"Eggs, Meat & Fish",Chicken,Vellore,2015-09-29,West,2499,0.24,324.87,Tamil Nadu,9,2015
4292,OD4293,Vinne,Snacks,Noodles,Pudukottai,2017-12-29,West,2461,0.27,1058.23,Tamil Nadu,12,2017
4293,OD4294,Peer,Bakery,Biscuits,Ooty,2015-01-27,West,2370,0.13,971.7,Tamil Nadu,1,2015
4294,OD4295,Amrish,Snacks,Cookies,Nagercoil,2018-11-25,West,1657,0.28,364.54,Tamil Nadu,11,2018
4295,OD4296,Ramesh,Beverages,Health Drinks,Bodi,2015-03-14,West,1146,0.27,320.88,Tamil Nadu,3,2015
4296,OD4297,Krithika,Beverages,Soft Drinks,Theni,2018-06-10,West,1790,0.19,626.5,Tamil Nadu,6,2018
4297,OD4298,Muneer,Beverages,Soft Drinks,Dharmapuri,2018-01-29,West,783,0.11,281.88,Tamil Nadu,1,2018
4298,OD4299,Peer,Food Grains,Organic Staples,Ramanadhapuram,2017-05-28,West,960,0.21,192.0,Tamil Nadu,5,2017
4299,OD4300,James,"Eggs, Meat & Fish",Eggs,Chennai,2016-12-27,West,1243,0.27,372.9,Tamil Nadu,12,2016
4300,OD4301,Shah,Fruits & Veggies,Organic Fruits,Viluppuram,2017-11-26,West,2471,0.33,395.36,Tamil Nadu,11,2017
4301,OD4302,Alan,Food Grains,Dals & Pulses,Karur,2017-11-03,West,2171,0.23,933.53,Tamil Nadu,11,2017
4302,OD4303,Arutra,Oil & Masala,Masalas,Tenkasi,2016-12-06,West,601,0.3,114.19,Tamil Nadu,12,2016
4303,OD4304,Yusuf,Snacks,Noodles,Trichy,2015-03-31,West,1055,0.25,369.25,Tamil Nadu,3,2015
4304,OD4305,Ravi,Bakery,Cakes,Kanyakumari,2018-09-23,West,1312,0.24,157.44,Tamil Nadu,9,2018
4305,OD4306,Peer,"Eggs, Meat & Fish",Eggs,Viluppuram,2018-09-15,West,1268,0.26,152.16,Tamil Nadu,9,2018
4306,OD4307,Surya,Fruits & Veggies,Organic Vegetables,Viluppuram,2018-03-08,West,1320,0.21,92.4,Tamil Nadu,3,2018
4307,OD4308,Alan,Food Grains,Rice,Nagercoil,2017-09-25,West,2050,0.19,348.5,Tamil Nadu,9,2017
4308,OD4309,Sabeela,Fruits & Veggies,Fresh Vegetables,Karur,2016-06-25,West,1329,0.23,106.32,Tamil Nadu,6,2016
4309,OD4310,Sheeba,Food Grains,Organic Staples,Bodi,2018-11-06,West,1822,0.28,255.08,Tamil Nadu,11,2018
4310,OD4311,Ravi,Food Grains,Dals & Pulses,Ramanadhapuram,2016-06-18,West,1014,0.19,395.46,Tamil Nadu,6,2016
4311,OD4312,Muneer,Beverages,Health Drinks,Coimbatore,2015-03-25,West,2137,0.25,683.84,Tamil Nadu,3,2015
4312,OD4313,Sabeela,"Eggs, Meat & Fish",Eggs,Theni,2015-03-25,West,1951,0.27,312.16,Tamil Nadu,3,2015
4313,OD4314,Sudha,Food Grains,Organic Staples,Perambalur,2016-04-17,West,2173,0.25,804.01,Tamil Nadu,4,2016
4314,OD4315,Haseena,Snacks,Cookies,Viluppuram,2015-08-05,West,1558,0.11,233.7,Tamil Nadu,8,2015
4315,OD4316,Adavan,Bakery,Breads & Buns,Tenkasi,2018-11-25,West,771,0.2,246.72,Tamil Nadu,11,2018
4316,OD4317,James,Snacks,Chocolates,Bodi,2017-09-08,West,2472,0.12,1062.96,Tamil Nadu,9,2017
4317,OD4318,Komal,Snacks,Cookies,Chennai,2017-07-07,West,874,0.26,305.9,Tamil Nadu,7,2017
4318,OD4319,Peer,"Eggs, Meat & Fish",Eggs,Viluppuram,2015-09-08,West,786,0.35,157.2,Tamil Nadu,9,2015
4319,OD4320,Akash,Oil & Masala,Edible Oil & Ghee,Vellore,2016-09-25,West,658,0.26,65.8,Tamil Nadu,9,2016
4320,OD4321,Jonas,Food Grains,Atta & Flour,Nagercoil,2018-11-06,West,1797,0.16,125.79,Tamil Nadu,11,2018
4321,OD4322,Jackson,Beverages,Health Drinks,Tirunelveli,2015-09-21,West,1887,0.28,434.01,Tamil Nadu,9,2015
4322,OD4323,Akash,Bakery,Cakes,Coimbatore,2016-07-26,West,563,0.1,50.67,Tamil Nadu,7,2016
4323,OD4324,Malik,Oil & Masala,Spices,Dindigul,2018-05-05,West,2302,0.32,644.56,Tamil Nadu,5,2018
4324,OD4325,Jackson,"Eggs, Meat & Fish",Eggs,Coimbatore,2015-04-18,West,2389,0.29,812.26,Tamil Nadu,4,2015
4325,OD4326,Amy,Snacks,Cookies,Perambalur,2017-10-30,West,618,0.21,210.12,Tamil Nadu,10,2017
4326,OD4327,Ramesh,Bakery,Breads & Buns,Dharmapuri,2015-08-11,West,2301,0.14,138.06,Tamil Nadu,8,2015
4327,OD4328,Ram,Beverages,Health Drinks,Tirunelveli,2017-09-25,West,958,0.22,373.62,Tamil Nadu,9,2017
4328,OD4329,Verma,"Eggs, Meat & Fish",Chicken,Dharmapuri,2016-02-18,West,1044,0.2,281.88,Tamil Nadu,2,2016
4329,OD4330,James,Oil & Masala,Edible Oil & Ghee,Virudhunagar,2018-04-17,West,744,0.22,74.4,Tamil Nadu,4,2018
4330,OD4331,Vince,Food Grains,Dals & Pulses,Dharmapuri,2016-05-22,West,1989,0.32,676.26,Tamil Nadu,5,2016
4331,OD4332,Vinne,Beverages,Health Drinks,Theni,2016-03-19,West,562,0.28,241.66,Tamil Nadu,3,2016
4332,OD4333,Muneer,Snacks,Chocolates,Coimbatore,2018-04-01,West,603,0.31,108.54,Tamil Nadu,4,2018
4333,OD4334,Ganesh,Food Grains,Rice,Tenkasi,2016-12-10,West,1075,0.17,419.25,Tamil Nadu,12,2016
4334,OD4335,Sheeba,Beverages,Health Drinks,Vellore,2017-11-14,West,2475,0.32,272.25,Tamil Nadu,11,2017
4335,OD4336,Sharon,Oil & Masala,Spices,Ooty,2017-09-10,West,2398,0.34,287.76,Tamil Nadu,9,2017
4336,OD4337,Amrish,Food Grains,Dals & Pulses,Kanyakumari,2017-06-11,West,1593,0.24,461.97,Tamil Nadu,6,2017
4337,OD4338,Hussain,Bakery,Biscuits,Krishnagiri,2018-11-12,West,1019,0.19,448.36,Tamil Nadu,11,2018
4338,OD4339,Ravi,"Eggs, Meat & Fish",Chicken,Bodi,2017-10-07,West,799,0.35,359.55,Tamil Nadu,10,2017
4339,OD4340,Amy,Bakery,Breads & Buns,Ramanadhapuram,2017-03-12,West,2425,0.29,848.75,Tamil Nadu,3,2017
4340,OD4341,Esther,"Eggs, Meat & Fish",Fish,Tirunelveli,2015-11-12,West,1595,0.12,622.05,Tamil Nadu,11,2015
4341,OD4342,Sheeba,Beverages,Soft Drinks,Pudukottai,2017-05-27,West,2231,0.18,468.51,Tamil Nadu,5,2017
4342,OD4343,Yusuf,"Eggs, Meat & Fish",Eggs,Krishnagiri,2015-01-20,West,2325,0.18,813.75,Tamil Nadu,1,2015
4343,OD4344,Jonas,Oil & Masala,Edible Oil & Ghee,Coimbatore,2018-05-26,West,1720,0.28,309.6,Tamil Nadu,5,2018
4344,OD4345,Sudeep,Bakery,Biscuits,Tenkasi,2017-06-17,West,661,0.23,52.88,Tamil Nadu,6,2017
4345,OD4346,Shah,Oil & Masala,Spices,Vellore,2018-07-21,West,2381,0.14,333.34,Tamil Nadu,7,2018
4346,OD4347,Aditi,Bakery,Breads & Buns,Chennai,2015-09-27,West,1101,0.18,132.12,Tamil Nadu,9,2015
4347,OD4348,Ramesh,Bakery,Breads & Buns,Krishnagiri,2018-11-05,West,1509,0.24,105.63,Tamil Nadu,11,2018
4348,OD4349,Harish,Fruits & Veggies,Fresh Vegetables,Karur,2018-06-19,West,1135,0.16,465.35,Tamil Nadu,6,2018
4349,OD4350,Yadav,Oil & Masala,Spices,Nagercoil,2018-12-13,West,1444,0.12,563.16,Tamil Nadu,12,2018
4350,OD4351,Vinne,"Eggs, Meat & Fish",Eggs,Vellore,2016-04-17,West,524,0.28,31.44,Tamil Nadu,4,2016
4351,OD4352,Arutra,"Eggs, Meat & Fish",Eggs,Chennai,2018-10-30,West,1108,0.3,487.52,Tamil Nadu,10,2018
4352,OD4353,Adavan,"Eggs, Meat & Fish",Mutton,Theni,2015-05-10,West,950,0.18,199.5,Tamil Nadu,5,2015
4353,OD4354,Ramesh,Food Grains,Dals & Pulses,Salem,2018-08-07,West,1414,0.22,452.48,Tamil Nadu,8,2018
4354,OD4355,Akash,"Eggs, Meat & Fish",Chicken,Kanyakumari,2017-07-07,West,1964,0.14,549.92,Tamil Nadu,7,2017
4355,OD4356,Sudha,Bakery,Biscuits,Ramanadhapuram,2015-05-23,West,520,0.34,135.2,Tamil Nadu,5,2015
4356,OD4357,Komal,Bakery,Biscuits,Virudhunagar,2017-09-10,West,885,0.26,115.05,Tamil Nadu,9,2017
4357,OD4358,Shah,Food Grains,Dals & Pulses,Trichy,2017-01-22,West,1546,0.31,170.06,Tamil Nadu,1,2017
4358,OD4359,Suresh,Fruits & Veggies,Organic Vegetables,Dindigul,2017-05-10,West,1320,0.34,343.2,Tamil Nadu,5,2017
4359,OD4360,Veronica,Bakery,Biscuits,Bodi,2018-12-21,West,816,0.23,81.6,Tamil Nadu,12,2018
4360,OD4361,Adavan,Beverages,Health Drinks,Ramanadhapuram,2015-11-02,West,1672,0.13,635.36,Tamil Nadu,11,2015
4361,OD4362,Sabeela,Snacks,Noodles,Virudhunagar,2015-08-05,West,2352,0.16,1011.36,Tamil Nadu,8,2015
4362,OD4363,Amy,Beverages,Soft Drinks,Tenkasi,2016-12-12,West,533,0.26,159.9,Tamil Nadu,12,2016
4363,OD4364,Ravi,Oil & Masala,Masalas,Tirunelveli,2015-09-22,West,1020,0.16,346.8,Tamil Nadu,9,2015
4364,OD4365,Vinne,"Eggs, Meat & Fish",Fish,Madurai,2018-09-04,West,1085,0.19,162.75,Tamil Nadu,9,2018
4365,OD4366,Sheeba,Fruits & Veggies,Fresh Fruits,Coimbatore,2017-09-08,West,1851,0.34,296.16,Tamil Nadu,9,2017
4366,OD4367,Roshan,"Eggs, Meat & Fish",Chicken,Kanyakumari,2015-03-14,West,1882,0.32,319.94,Tamil Nadu,3,2015
4367,OD4368,Vinne,Oil & Masala,Spices,Trichy,2016-05-31,West,2435,0.35,681.8,Tamil Nadu,5,2016
4368,OD4369,Shah,Bakery,Biscuits,Viluppuram,2015-09-17,West,1439,0.26,532.43,Tamil Nadu,9,2015
4369,OD4370,Malik,Food Grains,Organic Staples,Ooty,2016-10-12,West,1891,0.33,775.31,Tamil Nadu,10,2016
4370,OD4371,Harish,Bakery,Cakes,Perambalur,2017-12-29,West,1477,0.14,295.4,Tamil Nadu,12,2017
4371,OD4372,Veronica,Oil & Masala,Edible Oil & Ghee,Krishnagiri,2016-05-01,West,1404,0.34,126.36,Tamil Nadu,5,2016
4372,OD4373,Alan,Food Grains,Dals & Pulses,Ooty,2018-09-22,West,1243,0.31,534.49,Tamil Nadu,9,2018
4373,OD4374,Anu,"Eggs, Meat & Fish",Mutton,Namakkal,2017-06-25,West,1382,0.28,179.66,Tamil Nadu,6,2017
4374,OD4375,Vince,Food Grains,Atta & Flour,Bodi,2017-12-12,West,678,0.24,54.24,Tamil Nadu,12,2017
4375,OD4376,Arutra,Fruits & Veggies,Fresh Fruits,Nagercoil,2015-08-15,West,2168,0.13,802.16,Tamil Nadu,8,2015
4376,OD4377,Muneer,Fruits & Veggies,Organic Fruits,Salem,2017-04-10,West,788,0.23,346.72,Tamil Nadu,4,2017
4377,OD4378,Hussain,Fruits & Veggies,Organic Vegetables,Dharmapuri,2017-12-10,West,1602,0.28,288.36,Tamil Nadu,12,2017
4378,OD4379,Peer,Oil & Masala,Masalas,Krishnagiri,2017-12-10,West,1217,0.2,377.27,Tamil Nadu,12,2017
4379,OD4380,Ram,Snacks,Cookies,Karur,2015-11-25,West,619,0.3,179.51,Tamil Nadu,11,2015
4380,OD4381,James,Beverages,Health Drinks,Vellore,2015-11-11,West,2342,0.23,819.7,Tamil Nadu,11,2015
4381,OD4382,Vinne,Beverages,Health Drinks,Chennai,2016-04-22,West,1880,0.35,770.8,Tamil Nadu,4,2016
4382,OD4383,Willams,Oil & Masala,Spices,Viluppuram,2017-10-21,West,2284,0.16,776.56,Tamil Nadu,10,2017
4383,OD4384,Arvind,Bakery,Biscuits,Krishnagiri,2018-05-02,West,733,0.29,183.25,Tamil Nadu,5,2018
4384,OD4385,Sudeep,Fruits & Veggies,Fresh Fruits,Coimbatore,2017-12-13,West,1137,0.32,500.28,Tamil Nadu,12,2017
4385,OD4386,Sundar,Fruits & Veggies,Organic Fruits,Pudukottai,2015-03-11,West,2251,0.1,112.55,Tamil Nadu,3,2015
4386,OD4387,Kumar,Bakery,Biscuits,Kanyakumari,2015-09-21,West,1838,0.18,771.96,Tamil Nadu,9,2015
4387,OD4388,Krithika,"Eggs, Meat & Fish",Mutton,Dharmapuri,2018-01-29,West,2411,0.31,554.53,Tamil Nadu,1,2018
4388,OD4389,Krithika,"Eggs, Meat & Fish",Chicken,Ooty,2018-01-03,West,506,0.21,192.28,Tamil Nadu,1,2018
4389,OD4390,Jackson,Bakery,Biscuits,Nagercoil,2016-10-25,West,785,0.26,196.25,Tamil Nadu,10,2016
4390,OD4391,Malik,Fruits & Veggies,Fresh Fruits,Coimbatore,2018-09-02,West,1937,0.12,561.73,Tamil Nadu,9,2018
4391,OD4392,Sundar,Beverages,Soft Drinks,Dindigul,2015-10-09,West,1823,0.12,255.22,Tamil Nadu,10,2015
4392,OD4393,Ramesh,Oil & Masala,Spices,Viluppuram,2018-09-15,West,2350,0.32,446.5,Tamil Nadu,9,2018
4393,OD4394,Vinne,Bakery,Biscuits,Dharmapuri,2018-02-13,West,1184,0.18,118.4,Tamil Nadu,2,2018
4394,OD4395,Arvind,Fruits & Veggies,Organic Vegetables,Perambalur,2018-11-12,West,2184,0.34,414.96,Tamil Nadu,11,2018
4395,OD4396,Ramesh,Bakery,Biscuits,Trichy,2015-09-17,West,798,0.16,231.42,Tamil Nadu,9,2015
4396,OD4397,Akash,Food Grains,Atta & Flour,Ramanadhapuram,2016-06-19,West,1324,0.15,66.2,Tamil Nadu,6,2016
4397,OD4398,Vidya,Beverages,Health Drinks,Karur,2016-12-30,West,1207,0.35,265.54,Tamil Nadu,12,2016
4398,OD4399,Sudha,Bakery,Biscuits,Theni,2017-04-23,West,1125,0.3,101.25,Tamil Nadu,4,2017
4399,OD4400,Peer,Fruits & Veggies,Fresh Fruits,Krishnagiri,2017-08-16,West,2363,0.19,897.94,Tamil Nadu,8,2017
4400,OD4401,Komal,Beverages,Health Drinks,Perambalur,2015-05-10,West,1525,0.25,76.25,Tamil Nadu,5,2015
4401,OD4402,Aditi,Snacks,Chocolates,Ramanadhapuram,2016-06-23,West,1460,0.27,116.8,Tamil Nadu,6,2016
4402,OD4403,Malik,Bakery,Cakes,Salem,2015-12-05,West,1283,0.24,102.64,Tamil Nadu,12,2015
4403,OD4404,James,Oil & Masala,Masalas,Kanyakumari,2017-02-22,West,2379,0.15,380.64,Tamil Nadu,2,2017
4404,OD4405,Alan,Bakery,Breads & Buns,Madurai,2018-07-07,West,1312,0.18,314.88,Tamil Nadu,7,2018
4405,OD4406,Ravi,Fruits & Veggies,Fresh Fruits,Tirunelveli,2017-05-26,West,1312,0.16,91.84,Tamil Nadu,5,2017
4406,OD4407,Ridhesh,Bakery,Biscuits,Ooty,2016-11-08,West,763,0.14,160.23,Tamil Nadu,11,2016
4407,OD4408,Veronica,"Eggs, Meat & Fish",Fish,Tirunelveli,2018-02-19,West,2164,0.14,584.28,Tamil Nadu,2,2018
4408,OD4409,Suresh,Food Grains,Rice,Pudukottai,2017-09-12,West,918,0.17,64.26,Tamil Nadu,9,2017
4409,OD4410,Krithika,Fruits & Veggies,Organic Vegetables,Virudhunagar,2018-10-15,West,2002,0.29,900.9,Tamil Nadu,10,2018
4410,OD4411,Sharon,Oil & Masala,Edible Oil & Ghee,Dharmapuri,2017-07-28,West,697,0.19,271.83,Tamil Nadu,7,2017
4411,OD4412,Anu,"Eggs, Meat & Fish",Fish,Bodi,2016-09-11,West,791,0.15,110.74,Tamil Nadu,9,2016
4412,OD4413,Arvind,"Eggs, Meat & Fish",Chicken,Trichy,2017-02-05,West,2390,0.19,215.1,Tamil Nadu,2,2017
4413,OD4414,Mathew,Fruits & Veggies,Organic Fruits,Bodi,2017-01-22,West,2094,0.13,439.74,Tamil Nadu,1,2017
4414,OD4415,Ravi,Bakery,Biscuits,Karur,2018-12-13,West,2092,0.19,732.2,Tamil Nadu,12,2018
4415,OD4416,Hussain,"Eggs, Meat & Fish",Mutton,Salem,2016-12-06,West,1537,0.15,537.95,Tamil Nadu,12,2016
4416,OD4417,Hussain,Oil & Masala,Spices,Vellore,2015-12-20,West,1436,0.18,143.6,Tamil Nadu,12,2015
4417,OD4418,Sheeba,Beverages,Soft Drinks,Tenkasi,2017-09-12,West,1129,0.18,451.6,Tamil Nadu,9,2017
4418,OD4419,Verma,"Eggs, Meat & Fish",Chicken,Tirunelveli,2018-11-13,West,1256,0.34,326.56,Tamil Nadu,11,2018
4419,OD4420,Krithika,Beverages,Soft Drinks,Dindigul,2018-12-15,West,2265,0.12,453.0,Tamil Nadu,12,2018
4420,OD4421,Mathew,Beverages,Health Drinks,Trichy,2018-04-17,West,1030,0.11,309.0,Tamil Nadu,4,2018
4421,OD4422,Shah,Food Grains,Dals & Pulses,Chennai,2016-02-16,West,2452,0.19,269.72,Tamil Nadu,2,2016
4422,OD4423,Anu,Food Grains,Organic Staples,Ramanadhapuram,2018-04-25,West,2445,0.11,415.65,Tamil Nadu,4,2018
4423,OD4424,Muneer,Food Grains,Dals & Pulses,Madurai,2018-11-11,West,1436,0.34,373.36,Tamil Nadu,11,2018
4424,OD4425,Arutra,"Eggs, Meat & Fish",Eggs,Madurai,2016-11-24,West,806,0.18,40.3,Tamil Nadu,11,2016
4425,OD4426,Veronica,Fruits & Veggies,Fresh Vegetables,Tirunelveli,2017-08-14,West,1932,0.15,463.68,Tamil Nadu,8,2017
4426,OD4427,Sudha,Bakery,Breads & Buns,Viluppuram,2015-11-04,West,1117,0.3,413.29,Tamil Nadu,11,2015
4427,OD4428,James,Oil & Masala,Spices,Viluppuram,2016-12-30,West,1990,0.25,139.3,Tamil Nadu,12,2016
4428,OD4429,Vinne,Food Grains,Dals & Pulses,Chennai,2017-11-03,West,1720,0.25,688.0,Tamil Nadu,11,2017
4429,OD4430,Anu,Snacks,Cookies,Salem,2017-11-03,West,1797,0.25,628.95,Tamil Nadu,11,2017
4430,OD4431,Willams,Beverages,Health Drinks,Salem,2017-11-03,West,1957,0.17,215.27,Tamil Nadu,11,2017
4431,OD4432,Aditi,Beverages,Soft Drinks,Madurai,2017-10-21,West,2181,0.1,479.82,Tamil Nadu,10,2017
4432,OD4433,Ramesh,Snacks,Chocolates,Namakkal,2016-03-14,West,1596,0.28,383.04,Tamil Nadu,3,2016
4433,OD4434,Yusuf,"Eggs, Meat & Fish",Mutton,Cumbum,2015-09-21,West,1864,0.23,801.52,Tamil Nadu,9,2015
4434,OD4435,Suresh,"Eggs, Meat & Fish",Eggs,Bodi,2017-05-18,West,2092,0.1,271.96,Tamil Nadu,5,2017
4435,OD4436,Vince,Beverages,Health Drinks,Bodi,2015-08-15,West,1169,0.33,409.15,Tamil Nadu,8,2015
4436,OD4437,Shah,Beverages,Health Drinks,Salem,2016-05-12,West,1997,0.31,678.98,Tamil Nadu,5,2016
4437,OD4438,Peer,"Eggs, Meat & Fish",Mutton,Bodi,2015-12-27,West,1823,0.14,565.13,Tamil Nadu,12,2015
4438,OD4439,Yadav,Fruits & Veggies,Fresh Vegetables,Coimbatore,2018-11-02,West,775,0.33,178.25,Tamil Nadu,11,2018
4439,OD4440,Willams,"Eggs, Meat & Fish",Chicken,Dharmapuri,2016-11-08,West,1625,0.2,276.25,Tamil Nadu,11,2016
4440,OD4441,Verma,Fruits & Veggies,Fresh Fruits,Tenkasi,2016-10-18,West,1845,0.16,202.95,Tamil Nadu,10,2016
4441,OD4442,Akash,Oil & Masala,Spices,Viluppuram,2017-08-15,West,803,0.27,216.81,Tamil Nadu,8,2017
4442,OD4443,Yadav,Oil & Masala,Spices,Tenkasi,2017-09-02,West,2448,0.34,930.24,Tamil Nadu,9,2017
4443,OD4444,Rumaiza,"Eggs, Meat & Fish",Mutton,Vellore,2016-06-25,West,1220,0.23,500.2,Tamil Nadu,6,2016
4444,OD4445,Veronica,Snacks,Chocolates,Ramanadhapuram,2017-10-21,West,1923,0.34,653.82,Tamil Nadu,10,2017
4445,OD4446,Ridhesh,Food Grains,Rice,Ramanadhapuram,2016-12-30,West,699,0.33,90.87,Tamil Nadu,12,2016
4446,OD4447,Hafiz,Beverages,Soft Drinks,Trichy,2017-12-03,West,930,0.1,399.9,Tamil Nadu,12,2017
4447,OD4448,Rumaiza,Beverages,Soft Drinks,Krishnagiri,2016-08-27,West,2199,0.18,571.74,Tamil Nadu,8,2016
4448,OD4449,Krithika,Fruits & Veggies,Organic Vegetables,Perambalur,2016-08-15,West,1103,0.16,463.26,Tamil Nadu,8,2016
4449,OD4450,Vinne,"Eggs, Meat & Fish",Fish,Tirunelveli,2017-02-05,West,1244,0.21,236.36,Tamil Nadu,2,2017
4450,OD4451,Arutra,Food Grains,Organic Staples,Namakkal,2017-10-21,West,876,0.15,289.08,Tamil Nadu,10,2017
4451,OD4452,Verma,"Eggs, Meat & Fish",Chicken,Trichy,2018-08-31,West,2326,0.26,209.34,Tamil Nadu,8,2018
4452,OD4453,Alan,Bakery,Cakes,Trichy,2016-05-01,West,1951,0.16,195.1,Tamil Nadu,5,2016
4453,OD4454,Vinne,Food Grains,Rice,Theni,2017-05-18,West,1802,0.19,774.86,Tamil Nadu,5,2017
4454,OD4455,Aditi,Beverages,Health Drinks,Tenkasi,2017-04-10,West,1708,0.1,341.6,Tamil Nadu,4,2017
4455,OD4456,James,"Eggs, Meat & Fish",Mutton,Pudukottai,2017-12-02,West,2439,0.24,902.43,Tamil Nadu,12,2017
4456,OD4457,Malik,"Eggs, Meat & Fish",Eggs,Virudhunagar,2017-09-11,West,1760,0.11,334.4,Tamil Nadu,9,2017
4457,OD4458,Mathew,Fruits & Veggies,Organic Fruits,Cumbum,2015-09-17,West,767,0.21,268.45,Tamil Nadu,9,2015
4458,OD4459,Sabeela,Bakery,Biscuits,Perambalur,2018-08-12,West,950,0.22,161.5,Tamil Nadu,8,2018
4459,OD4460,Rumaiza,Beverages,Health Drinks,Cumbum,2018-11-13,West,2130,0.34,447.3,Tamil Nadu,11,2018
4460,OD4461,Arutra,Fruits & Veggies,Organic Vegetables,Trichy,2015-12-26,West,1258,0.26,440.3,Tamil Nadu,12,2015
4461,OD4462,Rumaiza,Fruits & Veggies,Organic Fruits,Salem,2016-08-27,West,745,0.35,208.6,Tamil Nadu,8,2016
4462,OD4463,Ravi,Bakery,Biscuits,Dindigul,2018-11-12,West,1472,0.13,588.8,Tamil Nadu,11,2018
4463,OD4464,Ram,Beverages,Soft Drinks,Tenkasi,2018-12-15,West,1806,0.18,144.48,Tamil Nadu,12,2018
4464,OD4465,Jackson,Snacks,Chocolates,Theni,2018-02-02,West,761,0.27,312.01,Tamil Nadu,2,2018
4465,OD4466,Harish,Fruits & Veggies,Fresh Fruits,Cumbum,2016-03-29,West,645,0.19,277.35,Tamil Nadu,3,2016
4466,OD4467,Sudha,Fruits & Veggies,Organic Vegetables,Tirunelveli,2015-04-18,West,2044,0.14,633.64,Tamil Nadu,4,2015
4467,OD4468,Arutra,Beverages,Soft Drinks,Dharmapuri,2015-01-27,West,540,0.34,156.6,Tamil Nadu,1,2015
4468,OD4469,Surya,Oil & Masala,Masalas,Dindigul,2017-09-25,West,1137,0.13,295.62,Tamil Nadu,9,2017
4469,OD4470,Suresh,Oil & Masala,Edible Oil & Ghee,Karur,2015-12-22,West,1705,0.25,289.85,Tamil Nadu,12,2015
4470,OD4471,Mathew,Fruits & Veggies,Organic Vegetables,Cumbum,2018-07-14,West,1287,0.26,218.79,Tamil Nadu,7,2018
4471,OD4472,Muneer,Oil & Masala,Spices,Vellore,2018-03-18,West,560,0.21,145.6,Tamil Nadu,3,2018
4472,OD4473,Sabeela,Oil & Masala,Masalas,Dindigul,2016-12-24,West,1113,0.31,300.51,Tamil Nadu,12,2016
4473,OD4474,Adavan,Snacks,Cookies,Tenkasi,2015-09-29,West,1698,0.26,577.32,Tamil Nadu,9,2015
4474,OD4475,Krithika,"Eggs, Meat & Fish",Fish,Virudhunagar,2018-07-14,West,1669,0.16,500.7,Tamil Nadu,7,2018
4475,OD4476,Vidya,Snacks,Noodles,Virudhunagar,2018-06-10,West,862,0.27,370.66,Tamil Nadu,6,2018
4476,OD4477,Ganesh,Food Grains,Rice,Dindigul,2015-10-04,West,1672,0.12,518.32,Tamil Nadu,10,2015
4477,OD4478,Muneer,Fruits & Veggies,Fresh Fruits,Madurai,2018-02-26,West,503,0.1,130.78,Tamil Nadu,2,2018
4478,OD4479,Malik,Beverages,Soft Drinks,Theni,2017-08-15,West,528,0.26,105.6,Tamil Nadu,8,2017
4479,OD4480,Veena,Fruits & Veggies,Fresh Fruits,Dindigul,2018-08-20,West,1575,0.11,425.25,Tamil Nadu,8,2018
4480,OD4481,Shree,"Eggs, Meat & Fish",Mutton,Viluppuram,2015-12-05,West,1646,0.3,329.2,Tamil Nadu,12,2015
4481,OD4482,Arvind,Bakery,Breads & Buns,Theni,2017-12-02,West,2048,0.13,512.0,Tamil Nadu,12,2017
4482,OD4483,Sudeep,Fruits & Veggies,Organic Fruits,Dindigul,2018-05-03,West,2440,0.28,780.8,Tamil Nadu,5,2018
4483,OD4484,Peer,Food Grains,Rice,Kanyakumari,2018-08-12,West,1602,0.23,496.62,Tamil Nadu,8,2018
4484,OD4485,Adavan,Snacks,Cookies,Dharmapuri,2017-12-10,West,1724,0.29,293.08,Tamil Nadu,12,2017
4485,OD4486,Muneer,Beverages,Soft Drinks,Vellore,2018-07-03,West,2045,0.27,490.8,Tamil Nadu,7,2018
